TotalSF,Overall Qual,Neighborhood,Bsmt Qual,Exter Qual,Kitchen Qual,Garage Cars,TotalBathrooms,Age,Garage Finish,SalePrice
22524516.0,6,Mitchel,Gd,Gd,Gd,2.0,2.5,17,Fin,231000
7001316.0,6,NAmes,Fa,TA,TA,1.0,1.0,53,Unf,124500
18507204.0,6,NAmes,TA,TA,TA,2.0,2.0,35,RFn,157000
54169600.0,8,NAmes,Gd,Gd,Ex,2.0,2.5,37,Fin,345000
17313921.0,6,Gilbert,Gd,TA,TA,2.0,2.5,12,Fin,189500
31069476.0,8,Gilbert,Gd,Gd,Gd,3.0,2.5,6,Fin,270000
13249600.0,7,Gilbert,Gd,TA,TA,2.0,2.5,13,Fin,189000
27436644.0,9,Gilbert,Ex,Ex,Ex,3.0,2.0,3,Fin,377500
11102224.0,7,Gilbert,Gd,TA,TA,2.0,2.5,14,Fin,168500
52591504.0,8,StoneBr,Ex,Gd,Gd,2.0,2.0,5,Fin,375000
23222761.0,8,StoneBr,Gd,Gd,Ex,2.0,2.0,9,Fin,278000
19131876.0,8,StoneBr,Gd,TA,TA,2.0,2.0,11,Fin,240000
25553025.0,8,StoneBr,Gd,Gd,Gd,2.0,2.0,14,RFn,239500
9909904.0,7,Gilbert,Gd,Gd,TA,2.0,2.5,11,Fin,177500
18215824.0,7,Gilbert,Gd,TA,TA,2.0,2.5,11,Fin,185000
17842176.0,6,Gilbert,Gd,Gd,TA,2.0,2.5,11,Fin,191000
15531481.0,6,Gilbert,Gd,Gd,TA,2.0,2.5,16,RFn,178000
13104400.0,6,Gilbert,Gd,Ex,TA,2.0,2.5,16,Fin,185000
13980121.0,6,Gilbert,Gd,TA,Gd,2.0,2.5,15,Fin,181316
12680721.0,6,Gilbert,Gd,TA,Gd,2.0,2.0,16,Unf,166000
15952036.0,6,Gilbert,Gd,TA,TA,2.0,2.5,17,RFn,178000
13424896.0,6,Gilbert,Gd,TA,TA,2.0,2.5,15,Fin,174000
12194064.0,6,Gilbert,Gd,TA,Gd,2.0,2.0,17,RFn,173000
24443136.0,7,Gilbert,Gd,Gd,Gd,2.0,2.5,10,Fin,225000
18558864.0,7,Gilbert,Gd,TA,TA,2.0,2.0,19,RFn,180500
15523600.0,8,StoneBr,Gd,Gd,Gd,2.0,1.0,25,RFn,187500
44675856.0,9,StoneBr,Ex,Ex,Ex,3.0,2.0,1,Fin,501837
37675044.0,8,StoneBr,Ex,Gd,Gd,3.0,2.5,1,Fin,372500
21068100.0,7,StoneBr,Ex,Gd,Gd,2.0,2.0,4,Fin,260000
24900100.0,5,Gilbert,Gd,TA,TA,2.0,2.5,32,Unf,185000
30813601.0,7,NWAmes,Gd,Gd,Ex,2.0,2.5,29,RFn,260000
20557156.0,6,NWAmes,Gd,TA,TA,2.0,2.0,30,Unf,181000
17707264.0,7,NWAmes,TA,TA,TA,2.0,2.0,32,Fin,82500
23097636.0,6,NWAmes,Gd,Gd,Gd,2.0,2.0,32,Fin,215000
24324624.0,7,NWAmes,Gd,TA,Gd,2.0,2.5,31,RFn,154000
22743361.0,6,NWAmes,TA,TA,TA,2.0,2.0,31,RFn,200000
40819321.0,7,NWAmes,Gd,TA,Gd,2.0,2.5,29,RFn,249000
18627856.0,7,NWAmes,Gd,TA,TA,2.0,2.0,29,Unf,187500
20738916.0,6,NWAmes,TA,TA,TA,2.0,2.0,31,Fin,184000
57335184.0,8,NWAmes,Gd,Gd,Gd,2.0,2.5,28,Fin,278000
20007729.0,7,NWAmes,Gd,TA,TA,2.0,2.0,31,RFn,157000
14668900.0,7,NWAmes,Gd,TA,TA,2.0,2.0,33,RFn,152000
20394256.0,5,NWAmes,TA,TA,Gd,2.0,2.5,33,Unf,197500
22033636.0,7,Somerst,Gd,Gd,Ex,2.0,2.5,6,RFn,240900
22108804.0,8,Somerst,Gd,Gd,TA,2.0,2.5,0,Fin,263435
23097636.0,8,Somerst,Gd,Gd,Gd,2.0,2.5,9,Fin,220000
21104836.0,8,Somerst,Gd,Gd,Gd,2.0,2.5,7,RFn,235000
23648769.0,5,NWAmes,Gd,TA,TA,2.0,2.0,34,RFn,213000
11209104.0,6,NWAmes,TA,TA,TA,2.0,2.0,35,RFn,167900
12687844.0,7,NWAmes,TA,TA,TA,2.0,2.0,34,Unf,158000
14167696.0,6,NWAmes,Gd,TA,TA,2.0,2.0,35,RFn,165000
24275329.0,6,NWAmes,TA,TA,TA,2.0,2.5,37,RFn,158000
20070400.0,5,NAmes,Gd,TA,TA,0.0,3.0,35,,136000
9036036.0,5,NAmes,TA,TA,TA,2.0,1.0,39,Unf,148500
9474084.0,6,NAmes,TA,TA,Gd,2.0,1.0,40,RFn,156000
12531600.0,5,NAmes,TA,TA,TA,2.0,1.5,39,RFn,128000
9878449.0,5,NAmes,Gd,TA,TA,1.0,1.5,38,Unf,143000
6718464.0,4,NAmes,TA,TA,TA,2.0,1.0,39,Unf,76500
6718464.0,4,NAmes,TA,TA,Gd,2.0,1.0,39,Unf,120500
6718464.0,4,NAmes,TA,TA,TA,2.0,1.0,39,Unf,124500
6718464.0,4,NAmes,TA,TA,TA,2.0,1.0,38,Unf,97000
6718464.0,4,NAmes,TA,TA,TA,2.0,1.0,38,Unf,130000
6036849.0,6,BrDale,TA,TA,TA,1.0,1.5,36,Unf,111000
12215025.0,5,BrDale,TA,TA,TA,2.0,1.5,39,Unf,125000
10458756.0,5,BrDale,TA,TA,TA,1.0,2.5,38,Unf,112000
6036849.0,6,BrDale,TA,TA,TA,1.0,1.5,37,Unf,97000
6036849.0,6,BrDale,TA,TA,Gd,1.0,1.5,37,Unf,118000
10458756.0,5,BrDale,TA,TA,TA,1.0,2.5,37,Unf,119500
8259876.0,6,NPkVill,Gd,TA,TA,2.0,2.0,33,RFn,143750
15210000.0,6,NPkVill,Gd,TA,TA,2.0,2.5,33,RFn,146000
14190289.0,6,NPkVill,Gd,TA,TA,2.0,2.5,33,Unf,148500
10029889.0,7,NPkVill,Gd,TA,TA,2.0,2.0,34,RFn,123000
12243001.0,6,NPkVill,TA,TA,TA,2.0,2.5,35,Unf,147000
14190289.0,6,NPkVill,Gd,TA,TA,2.0,2.5,32,Unf,137900
15210000.0,6,NPkVill,Gd,TA,TA,2.0,2.5,31,Unf,147000
13965169.0,6,NPkVill,TA,TA,TA,2.0,2.5,31,Unf,148500
14190289.0,6,NPkVill,Gd,Gd,TA,2.0,2.5,31,Fin,138000
6290064.0,7,NPkVill,TA,TA,TA,1.0,1.0,33,Unf,128500
7160976.0,5,NAmes,TA,TA,TA,1.0,1.0,42,RFn,100000
9634816.0,5,NAmes,TA,Gd,TA,2.0,1.0,43,RFn,148800
26378496.0,10,NridgHt,Ex,Ex,Ex,3.0,2.0,3,Fin,337500
53582400.0,9,NridgHt,Ex,Ex,Ex,3.0,3.5,2,Fin,462000
67338436.0,9,NridgHt,Ex,Ex,Ex,3.0,3.5,1,Fin,485000
62378404.0,10,NridgHt,Ex,Ex,Ex,3.0,2.0,1,Fin,555000
24561936.0,9,NridgHt,Ex,Gd,Ex,2.0,2.0,3,Fin,325000
22714756.0,8,NridgHt,Gd,Gd,Gd,3.0,2.0,2,RFn,256300
37527876.0,8,NridgHt,Ex,Ex,Ex,3.0,2.5,1,RFn,253293
45495025.0,9,NridgHt,Ex,Gd,Ex,3.0,2.5,0,RFn,398800
29942784.0,9,NridgHt,Ex,Ex,Ex,3.0,2.5,1,Fin,335000
36723600.0,9,NridgHt,Ex,Ex,Ex,3.0,2.0,1,RFn,404000
36554116.0,10,NridgHt,Ex,Ex,Ex,3.0,2.5,0,Fin,402861
39866596.0,10,NridgHt,Ex,Ex,Ex,3.0,2.5,1,RFn,451950
63648484.0,10,NridgHt,Ex,Ex,Ex,3.0,2.5,2,Fin,610000
54434884.0,9,NridgHt,Ex,Ex,Ex,3.0,3.5,1,RFn,582933
27123264.0,9,NridgHt,Ex,Ex,Ex,3.0,2.0,1,RFn,360000
28579716.0,8,NridgHt,Ex,Gd,Gd,3.0,2.0,5,Fin,296000
42876304.0,8,NridgHt,Ex,Gd,Ex,3.0,2.5,2,Fin,409900
26450449.0,8,NridgHt,Ex,Gd,Gd,3.0,2.0,3,RFn,255500
27300625.0,9,NridgHt,Ex,Ex,Ex,3.0,2.0,1,RFn,335000
26409321.0,8,NridgHt,Ex,Gd,Ex,3.0,2.0,5,Fin,274900
20848356.0,9,NridgHt,Ex,Gd,Ex,3.0,2.0,3,Fin,300000
29052100.0,9,NridgHt,Ex,Ex,Ex,3.0,2.0,1,Fin,324000
34928100.0,9,NridgHt,Ex,Gd,Ex,3.0,2.5,5,Fin,350000
30338064.0,8,NridgHt,Ex,Gd,Gd,3.0,2.0,5,Fin,280000
41783296.0,8,NridgHt,Gd,Gd,Gd,3.0,2.0,6,RFn,284000
27878400.0,7,NridgHt,Gd,Gd,Gd,2.0,2.0,6,Fin,269500
20304036.0,7,NridgHt,Gd,Gd,Gd,2.0,2.0,0,RFn,233170
51494976.0,10,NridgHt,Ex,Ex,Ex,3.0,2.0,6,Fin,386250
54110736.0,9,NridgHt,Ex,Gd,Ex,3.0,2.0,6,Fin,445000
34597924.0,8,NridgHt,Gd,Gd,Gd,3.0,3.5,6,Fin,290000
23136100.0,8,NridgHt,Gd,Gd,Gd,3.0,2.0,3,RFn,255900
16597476.0,6,NridgHt,Gd,Gd,Gd,2.0,2.0,4,RFn,213000
15350724.0,6,NridgHt,Gd,Gd,Gd,2.0,2.0,4,RFn,196000
15350724.0,6,NridgHt,Gd,Gd,Gd,2.0,2.0,4,RFn,184500
16532356.0,7,NridgHt,Gd,Gd,Gd,2.0,2.0,2,RFn,212500
15539364.0,7,NridgHt,Gd,Gd,Gd,2.0,2.0,2,RFn,230000
55890576.0,10,NridgHt,Ex,Ex,Ex,3.0,2.5,5,Fin,552000
43560000.0,8,NridgHt,Ex,Gd,Ex,3.0,2.5,6,Fin,382500
31945104.0,9,NridgHt,Ex,Ex,Ex,2.0,2.0,1,Fin,320000
19035769.0,9,NridgHt,Ex,Ex,Ex,2.0,2.0,1,RFn,248500
26378496.0,8,NridgHt,Ex,Gd,Gd,3.0,2.0,7,RFn,286500
15776784.0,8,NridgHt,Gd,Gd,Gd,2.0,2.0,3,Fin,254000
17766225.0,7,NridgHt,Gd,Gd,Gd,2.0,2.0,6,RFn,173000
16128256.0,7,NridgHt,Gd,Gd,Gd,2.0,2.0,6,RFn,173000
13249600.0,7,Gilbert,Gd,Gd,Gd,2.0,2.5,4,Fin,184000
13875625.0,6,Gilbert,Gd,Gd,Gd,2.0,2.5,4,Fin,167800
13764100.0,6,Gilbert,Gd,Gd,Gd,2.0,2.5,4,Fin,174000
14470416.0,6,Gilbert,Gd,Gd,Gd,2.0,2.5,4,Fin,174000
20097289.0,7,Blmngtn,Gd,Gd,Gd,3.0,2.0,2,Fin,174000
20466576.0,7,Blmngtn,Gd,Gd,Gd,3.0,2.0,2,RFn,175900
20097289.0,7,Blmngtn,Gd,Gd,Gd,2.0,2.0,4,Fin,192500
18957316.0,7,Blmngtn,Gd,Gd,Gd,2.0,2.0,4,Fin,181000
13395600.0,7,Blmngtn,Gd,Gd,Gd,2.0,2.0,4,Fin,180000
11799225.0,7,Blmngtn,Gd,Gd,Gd,2.0,2.0,4,Fin,160200
12816400.0,7,Gilbert,Gd,Gd,Gd,2.0,2.5,5,Fin,188500
30735936.0,6,Gilbert,Gd,Gd,Gd,2.0,2.5,7,RFn,200000
9809424.0,7,Gilbert,Gd,Gd,Gd,2.0,2.5,5,Fin,170000
17040384.0,7,Gilbert,Gd,Gd,Gd,2.0,2.5,5,Fin,189500
10536516.0,8,Gilbert,Gd,Gd,Gd,2.0,2.5,7,Fin,184100
16273156.0,7,Gilbert,Gd,Gd,Gd,2.0,2.5,5,Fin,195500
14137600.0,7,Gilbert,Gd,Gd,Gd,2.0,2.5,6,Fin,192000
11437924.0,7,Gilbert,Gd,Gd,Gd,2.0,2.5,6,Fin,178000
15539364.0,7,NridgHt,Gd,Gd,Gd,2.0,2.0,2,RFn,207500
29855296.0,7,Gilbert,Gd,Gd,Gd,2.0,2.5,9,Fin,236000
23794884.0,8,Gilbert,Ex,Gd,Gd,3.0,2.5,7,Fin,257500
26010000.0,6,Gilbert,Gd,Gd,Gd,2.0,2.5,9,RFn,244000
9809424.0,7,Gilbert,Gd,Gd,Gd,2.0,2.5,5,Fin,167000
20994724.0,6,Gilbert,Gd,TA,TA,2.0,2.5,9,Fin,179000
14607684.0,6,Gilbert,Gd,TA,TA,2.0,2.5,9,Fin,190000
10523536.0,7,Gilbert,Gd,TA,TA,2.0,2.5,10,RFn,156000
33651601.0,7,Gilbert,Gd,Gd,Gd,3.0,2.5,10,Fin,245000
17564481.0,6,Gilbert,Gd,TA,TA,2.0,2.5,10,Fin,181000
26132544.0,7,Gilbert,Gd,Gd,Gd,2.0,2.5,10,RFn,214000
10523536.0,7,Gilbert,TA,TA,TA,2.0,2.5,10,Fin,168000
35784324.0,8,NoRidge,Gd,Gd,Gd,3.0,2.5,10,RFn,337000
49702500.0,8,NoRidge,Gd,Gd,Ex,3.0,2.5,14,Fin,403000
46635241.0,8,NoRidge,Gd,Gd,Gd,3.0,2.5,9,RFn,327000
38241856.0,8,NoRidge,Gd,Gd,Gd,3.0,2.5,11,Fin,340000
41589601.0,8,NoRidge,Gd,Gd,Gd,3.0,2.5,11,Fin,336000
35426304.0,7,NoRidge,Gd,Gd,Gd,3.0,2.5,13,RFn,265000
37822500.0,8,NoRidge,Gd,Gd,Gd,3.0,2.0,15,Fin,315000
44076321.0,7,NoRidge,Gd,Gd,Gd,3.0,2.5,16,RFn,260000
26956864.0,7,NoRidge,Gd,Gd,Gd,2.0,2.5,14,Fin,260000
31775769.0,8,NoRidge,Gd,Gd,Gd,2.0,2.5,16,RFn,263550
42575625.0,8,NoRidge,Gd,Gd,Gd,3.0,2.5,15,RFn,402000
21836929.0,7,NoRidge,Gd,Gd,Gd,2.0,2.5,15,Fin,248000
19395216.0,8,Somerst,Gd,Gd,Gd,3.0,2.0,1,Fin,244600
25887744.0,8,Somerst,Gd,Gd,Gd,3.0,2.0,1,RFn,275000
24304900.0,8,Somerst,Gd,Gd,Gd,3.0,2.5,1,Fin,257500
22363441.0,8,Somerst,Gd,Gd,Ex,3.0,2.0,1,Fin,287090
26071236.0,8,Somerst,Gd,Gd,Gd,3.0,2.0,2,RFn,275500
18369796.0,8,Somerst,Ex,Gd,Gd,2.0,2.0,3,Fin,245000
25553025.0,7,Somerst,Gd,Gd,Gd,2.0,2.5,4,RFn,253000
55323844.0,9,Somerst,Ex,Ex,Ex,3.0,2.0,4,Fin,468000
21196816.0,7,Somerst,Gd,TA,Gd,2.0,2.5,0,RFn,252678
15586704.0,8,Somerst,Gd,Gd,Gd,2.0,2.5,1,RFn,210000
13351716.0,6,Somerst,Gd,Gd,Gd,2.0,2.0,0,Fin,208300
18558864.0,7,Somerst,Ex,Gd,Gd,2.0,2.0,1,Fin,225000
15429184.0,8,Somerst,Gd,Gd,Gd,2.0,2.0,0,RFn,229456
17690436.0,7,Somerst,Gd,Gd,Gd,2.0,2.0,1,RFn,229800
21068100.0,9,Somerst,Gd,Gd,Gd,3.0,2.0,2,RFn,250000
28068804.0,9,Somerst,Ex,Ex,Ex,3.0,2.5,0,Fin,370878
18215824.0,8,Somerst,Gd,Gd,Gd,2.0,2.0,3,RFn,238500
25310961.0,10,Somerst,Ex,Ex,Ex,3.0,2.5,1,Fin,310000
20160100.0,8,Somerst,Ex,Gd,Gd,3.0,2.5,3,Fin,270000
24880144.0,8,Somerst,Gd,Gd,Gd,3.0,2.5,4,RFn,252000
17572864.0,7,Somerst,Gd,Gd,Gd,2.0,2.0,3,Fin,241000
30338064.0,8,Somerst,Gd,Gd,Gd,2.0,2.0,1,Fin,264500
24760576.0,7,Somerst,Gd,Gd,Ex,3.0,2.0,3,RFn,291000
26010000.0,7,Somerst,Gd,Gd,Gd,2.0,2.5,6,Fin,263000
13417569.0,7,Somerst,Gd,Gd,Gd,2.0,2.0,5,RFn,185000
21706281.0,7,Somerst,Gd,Gd,Gd,2.0,2.0,6,RFn,234500
16957924.0,7,Somerst,Gd,Gd,Gd,2.0,2.5,6,RFn,209000
13351716.0,7,SawyerW,Gd,Gd,Gd,2.0,1.5,2,RFn,159000
11716929.0,7,SawyerW,Gd,Gd,Gd,2.0,1.5,3,RFn,152000
12068676.0,6,SawyerW,Gd,TA,Gd,0.0,1.5,5,,143500
19882681.0,7,SawyerW,Gd,Gd,Gd,2.0,2.5,5,RFn,193000
20575296.0,8,SawyerW,Gd,Gd,Gd,3.0,2.0,5,RFn,203000
12787776.0,7,SawyerW,Gd,Gd,Gd,2.0,2.0,6,RFn,184900
11168964.0,7,SawyerW,Gd,Gd,Gd,2.0,1.5,5,Unf,159000
11168964.0,5,SawyerW,Gd,TA,Gd,0.0,1.5,5,,142000
11168964.0,5,SawyerW,Gd,TA,Gd,2.0,2.0,6,Unf,153000
18922500.0,7,SawyerW,Gd,Gd,Gd,3.0,2.0,1,RFn,224243
26594649.0,7,SawyerW,Gd,Gd,Gd,2.0,2.5,13,RFn,220000
30603024.0,8,SawyerW,Gd,Gd,Gd,2.0,2.0,4,Fin,257000
18679684.0,7,SawyerW,Gd,Gd,Gd,2.0,2.0,8,RFn,189000
18284176.0,6,SawyerW,Gd,Gd,Gd,2.0,2.5,17,RFn,171500
9363600.0,6,SawyerW,Gd,TA,TA,1.0,1.5,29,RFn,120000
15968016.0,6,SawyerW,Gd,Gd,Gd,2.0,2.0,19,RFn,145000
14699556.0,7,SawyerW,Gd,Gd,Gd,2.0,2.5,15,RFn,184000
12082576.0,6,SawyerW,Gd,TA,TA,2.0,2.5,23,RFn,162000
14167696.0,6,SawyerW,,TA,TA,2.0,2.0,28,Unf,160000
5774409.0,4,SawyerW,TA,Fa,TA,1.0,1.0,59,Unf,82000
5531904.0,6,SawyerW,Fa,TA,TA,2.0,1.0,81,Unf,76000
8643600.0,5,Sawyer,TA,TA,TA,2.0,1.0,47,Unf,110000
8643600.0,5,Sawyer,TA,TA,TA,2.0,1.0,32,Unf,135000
6718464.0,5,Sawyer,TA,TA,TA,2.0,1.0,48,Unf,141000
6718464.0,5,Sawyer,TA,TA,TA,1.0,1.0,48,Unf,122000
9388096.0,5,Sawyer,TA,TA,TA,1.0,2.0,44,Unf,124100
7485696.0,5,Sawyer,TA,Gd,Gd,1.0,1.0,46,RFn,129000
9935104.0,5,Sawyer,TA,TA,TA,1.0,1.0,48,RFn,131400
6718464.0,5,Sawyer,TA,TA,TA,1.0,1.0,44,Unf,62383
7485696.0,5,Sawyer,TA,TA,TA,1.0,1.0,47,Unf,123000
36505764.0,8,Veenker,Gd,Gd,Gd,3.0,2.0,29,RFn,275000
20115225.0,7,NoRidge,Gd,Gd,Gd,2.0,2.5,18,Unf,235000
54552996.0,7,Somerst,Gd,Gd,Gd,3.0,2.5,5,Fin,280750
9363600.0,6,Somerst,Gd,Gd,Gd,2.0,2.5,0,RFn,164500
9363600.0,6,Somerst,Gd,Gd,Gd,2.0,2.5,0,RFn,173733
26811684.0,6,Somerst,Gd,Gd,Gd,2.0,2.5,1,Fin,222000
13373649.0,6,Somerst,Gd,Gd,Gd,2.0,1.5,1,Fin,195000
13476241.0,6,Somerst,Gd,TA,TA,2.0,2.5,10,Unf,172500
14288400.0,6,Somerst,Gd,Gd,Gd,2.0,2.5,9,Unf,180000
12924025.0,7,Somerst,Gd,Gd,Gd,2.0,2.5,10,Unf,156000
19784704.0,8,Somerst,Gd,Gd,Gd,2.0,2.5,10,Fin,172500
25826724.0,8,Veenker,Gd,Ex,Ex,2.0,2.0,32,Fin,318750
13527684.0,8,Greens,Gd,Gd,Gd,2.0,1.0,28,Fin,211500
27248400.0,7,Veenker,Gd,Gd,Gd,2.0,1.5,28,RFn,241600
29052100.0,8,Veenker,TA,Gd,TA,2.0,2.5,33,Unf,180500
20439441.0,4,Sawyer,TA,TA,TA,2.0,2.0,33,Unf,150000
14737921.0,6,NWAmes,TA,TA,TA,2.0,1.5,41,Unf,154000
18714276.0,6,NWAmes,TA,TA,TA,2.0,2.0,39,RFn,185000
19954089.0,6,NWAmes,TA,TA,Gd,2.0,2.0,41,RFn,185750
27952369.0,7,NWAmes,Gd,TA,TA,2.0,2.5,36,RFn,200000
23872996.0,7,NWAmes,TA,TA,Gd,2.0,2.5,35,RFn,206000
12341169.0,6,NWAmes,TA,TA,TA,2.0,1.5,37,Unf,162000
38588944.0,6,NWAmes,TA,TA,Gd,2.0,2.5,42,RFn,256900
26296384.0,6,NWAmes,Gd,TA,TA,2.0,1.5,42,RFn,197900
15681600.0,5,NWAmes,Gd,TA,TA,2.0,2.0,40,RFn,163000
13307904.0,6,NWAmes,TA,TA,TA,1.0,1.0,40,Unf,113000
30074256.0,7,NWAmes,Gd,TA,Gd,2.0,2.0,32,RFn,230000
16144324.0,6,NWAmes,Gd,TA,TA,2.0,2.0,32,RFn,167900
25100100.0,7,NWAmes,Ex,Gd,Gd,2.0,2.0,11,Fin,213250
17139600.0,8,NWAmes,Gd,Gd,Gd,2.0,2.5,8,Fin,227000
6718464.0,5,NAmes,TA,TA,TA,1.0,1.0,42,Fin,130000
22127616.0,5,NAmes,TA,TA,TA,2.0,1.5,42,Unf,143000
7700625.0,5,NAmes,TA,TA,TA,1.0,1.0,44,Unf,117500
27952369.0,7,NWAmes,TA,TA,TA,2.0,2.5,35,RFn,168500
14992384.0,6,NWAmes,Gd,TA,TA,2.0,2.0,38,RFn,172500
16451136.0,6,NWAmes,TA,TA,TA,2.0,2.0,42,Unf,161500
7193124.0,4,NAmes,TA,TA,TA,2.0,1.0,49,Unf,141500
6718464.0,5,NAmes,TA,TA,TA,1.0,1.0,50,Unf,118000
6718464.0,6,NAmes,TA,TA,TA,1.0,1.0,50,Unf,127500
14167696.0,4,NAmes,TA,TA,TA,3.0,1.0,52,RFn,140000
20286016.0,5,NAmes,TA,TA,TA,2.0,2.0,53,Unf,177625
26378496.0,5,NAmes,TA,TA,TA,3.0,2.0,51,Unf,110000
20684304.0,6,NAmes,TA,TA,TA,2.0,1.5,45,RFn,167000
15515721.0,5,NAmes,TA,TA,Gd,2.0,1.5,48,RFn,153000
15023376.0,5,NAmes,TA,TA,TA,2.0,1.5,45,Unf,145100
11985444.0,5,NAmes,TA,TA,TA,2.0,1.5,43,RFn,154000
25240576.0,5,NAmes,TA,TA,TA,2.0,2.5,44,Fin,177500
16136289.0,6,NAmes,TA,TA,TA,2.0,1.5,45,RFn,158000
9753129.0,5,NAmes,TA,TA,TA,1.0,1.0,50,RFn,124500
19009600.0,6,NAmes,TA,TA,Gd,2.0,1.0,48,Fin,174500
8294400.0,5,NAmes,TA,TA,TA,1.0,1.0,54,RFn,122000
3370896.0,4,BrkSide,TA,Fa,Fa,0.0,1.0,69,,82500
9703225.0,5,BrkSide,TA,TA,Gd,1.0,1.0,59,Unf,110000
20385225.0,6,NAmes,TA,TA,TA,2.0,1.0,56,RFn,149500
25623844.0,6,NAmes,TA,Gd,TA,2.0,1.0,42,Unf,175000
22127616.0,6,NAmes,TA,TA,TA,2.0,1.0,56,Fin,167000
9922500.0,5,NAmes,TA,TA,TA,1.0,1.0,53,Unf,128900
17572864.0,6,NAmes,TA,TA,TA,1.0,1.5,59,Unf,140000
11148921.0,5,NAmes,TA,Gd,Gd,1.0,1.0,59,Unf,147000
22581504.0,5,NAmes,TA,TA,TA,3.0,2.0,42,Unf,124000
19000881.0,6,NAmes,TA,TA,TA,2.0,2.0,48,RFn,187500
17489124.0,6,NAmes,Gd,TA,TA,2.0,1.5,46,RFn,159000
22052416.0,6,NAmes,TA,TA,Gd,2.0,2.0,43,Unf,256000
22467600.0,7,NAmes,TA,TA,TA,2.0,2.5,44,Unf,205000
26832400.0,6,NAmes,Gd,TA,Gd,1.0,2.5,41,Fin,193500
17438976.0,6,NAmes,Fa,TA,TA,2.0,1.0,41,RFn,110000
17564481.0,4,NAmes,TA,TA,TA,1.0,2.0,89,Unf,104900
11950849.0,5,NAmes,TA,Gd,TA,1.0,1.0,53,RFn,150000
19660356.0,6,NAmes,TA,TA,TA,2.0,1.5,52,RFn,156500
15896169.0,7,NAmes,TA,TA,TA,2.0,1.5,49,Unf,176000
8785296.0,6,NAmes,TA,Gd,Gd,1.0,2.0,50,Unf,149500
20286016.0,6,NAmes,TA,TA,TA,1.0,2.0,51,RFn,139000
13286025.0,6,NAmes,TA,TA,TA,1.0,1.0,51,Unf,155000
13003236.0,5,NAmes,TA,TA,TA,1.0,1.0,53,RFn,120000
17189316.0,5,NAmes,TA,TA,Gd,1.0,1.0,54,Unf,153000
12960000.0,4,NAmes,TA,TA,TA,1.0,1.0,53,Unf,144000
17023876.0,6,NAmes,TA,TA,TA,2.0,1.0,47,Unf,176000
15139881.0,5,NAmes,TA,TA,TA,2.0,1.0,55,Fin,153000
31337604.0,5,NAmes,TA,TA,TA,2.0,2.0,51,Unf,135000
10150596.0,6,NAmes,TA,TA,TA,1.0,1.0,55,Unf,131000
10536516.0,5,NAmes,TA,TA,TA,1.0,1.0,56,Unf,123000
8151025.0,5,NAmes,TA,TA,TA,2.0,1.0,58,Unf,126000
9090225.0,4,NAmes,TA,TA,Fa,2.0,1.0,54,Unf,115000
13942756.0,5,NAmes,TA,Gd,TA,1.0,1.0,58,Unf,164900
5659641.0,5,NAmes,TA,TA,Fa,1.0,1.0,64,Unf,113000
9566649.0,5,NAmes,TA,Gd,Gd,1.0,1.0,57,Unf,145500
5856400.0,5,NAmes,,TA,TA,1.0,1.5,56,Fin,102900
19149376.0,3,OldTown,Fa,TA,TA,2.0,2.0,109,Unf,95000
14085009.0,7,NAmes,TA,TA,TA,2.0,1.5,61,Unf,152500
12960000.0,5,NAmes,TA,TA,TA,1.0,1.0,59,Fin,129900
8503056.0,6,NAmes,TA,TA,TA,1.0,1.0,61,Unf,132000
5645376.0,3,OldTown,TA,TA,TA,1.0,1.0,51,Unf,99900
14653584.0,5,OldTown,Fa,TA,TA,1.0,2.5,93,Unf,135000
11424400.0,5,OldTown,TA,TA,Gd,2.0,2.0,70,Unf,149000
6165289.0,4,OldTown,Fa,Gd,TA,1.0,1.0,109,Unf,114000
5531904.0,5,OldTown,TA,Gd,Gd,1.0,1.0,85,Unf,109500
10304100.0,5,OldTown,TA,TA,Ex,1.0,1.0,84,Unf,125000
25030009.0,4,OldTown,TA,TA,Gd,2.0,2.0,94,Unf,142900
15523600.0,7,OldTown,TA,Gd,Gd,2.0,2.0,99,Unf,156500
2604996.0,2,OldTown,Fa,Fa,Gd,0.0,1.0,69,,59000
12873744.0,4,OldTown,TA,Fa,TA,1.0,1.0,89,Fin,105000
5817744.0,5,OldTown,TA,TA,Gd,2.0,1.0,89,Fin,106000
4326400.0,3,OldTown,TA,TA,TA,1.0,1.5,119,Unf,78500
40144896.0,6,NAmes,TA,TA,TA,3.0,3.0,40,RFn,190000
17139600.0,6,NAmes,TA,TA,TA,1.0,1.5,46,Unf,154000
9734400.0,6,NAmes,TA,Fa,TA,2.0,1.0,42,RFn,163000
42458256.0,5,NAmes,TA,TA,TA,4.0,3.0,40,Unf,200000
8139609.0,6,NAmes,TA,Gd,Gd,2.0,1.0,51,Unf,143500
10989225.0,6,NAmes,TA,TA,TA,1.0,1.0,52,Unf,135000
12988816.0,5,NAmes,TA,TA,TA,1.0,1.0,52,Unf,153000
19660356.0,6,NAmes,TA,TA,TA,2.0,2.0,49,Unf,157500
5973136.0,6,NAmes,Gd,TA,TA,1.0,1.0,51,RFn,113500
9834496.0,5,NAmes,TA,Gd,TA,1.0,1.0,60,Unf,133000
4326400.0,3,NAmes,,TA,TA,2.0,2.0,59,Unf,92900
